id,job_title,location,experience_level,education_level,salary
29414,It Software Tester (Qa) Automation,Jakarta,1,Sarjana,9000000
30212,Software Tester,Bali,1,Sarjana,9000000
31775,Coding Educator,Bali,1,Sarjana,9000000
32081,Sales Associates,Jakarta,1,Sarjana,9000000
32107,Full Stack Php Developer,Jakarta,1,Sarjana,9000000
32227,Business Intelligence Consultant (Data Analyst),Jakarta,1,Sarjana,9000000
32270,Coding Educator,Bali,1,Sarjana,9000000
32479,Software Tester,Bali,1,Sarjana,9000000
32661,Game Developer,Batam,1,Sarjana,9000000
32686,Golang Developer,Jakarta,1,Magister,9000000
33115,Mandarin Teacher,Jakarta,1,Sarjana,9000000
33213,System Engineer (Devops),Jakarta,1,Sarjana,9000000
33883,Coding Educator,Bali,1,Sarjana,9000000
33956,Coding Educator,Bali,1,Sarjana,9000000
34399,Account Manager Medan,Jakarta,1,Sarjana,9000000
34625,Sales Engineer,Jakarta,1,Sarjana,9000000
1156,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
3516,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
6802,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
11830,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
12255,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
19742,Sap Consultant,Jakarta,0,Sarjana,9000000
24072,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
24211,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
29285,Mandarin Translator??????,Jakarta,0,Sarjana,9000000
32941,Management Trainee (Mandarin Speaker),Surabaya,0,Sarjana,9000000
7230,Procurement Supervisor,Jakarta,2,Sarjana,8900000
27219,Arsitek,Jakarta,5,Sarjana,8750000
9445,Sales,Jakarta,3,Sarjana,8750000
19171,Associate & Senior Associate - Jabodetabek,Jakarta,3,Sarjana,8750000
24547,Branch Head,Jakarta,3,Sarjana,8750000
31880,Site Manager Proyek Mep,Surabaya,3,Sarjana,8750000
32575,Branch Head,Jakarta,3,Sarjana,8750000
33609,Associate & Senior Associate - Jabodetabek,Jakarta,3,Sarjana,8750000
33664,Associate & Senior Associate - Jabodetabek,Jakarta,3,Sarjana,8750000
34209,Accounting Supervisor,Jakarta,3,Sarjana,8750000
7018,Account Management,Jakarta,2,Sarjana,8750000
23671,Front - End Developer,Jakarta,2,Sarjana,8750000
13203,Software System Support,Jakarta,1,Sarjana,8750000
32599,Admin Operasional Toko,Jakarta,1,Sarjana,8750000
33106,Software System Support,Jakarta,1,Sarjana,8750000
19038,Finance Supervisor,Tangerang,3,Sarjana,8740000
31793,Process Engineer,Jambi,20,Sarjana,8500000
18882,Assistant Manager,Jakarta,10,Sarjana,8500000
10870,Manager Hrd,Jakarta,7,Sarjana,8500000
31386,Research Analyst,Jakarta,7,Sarjana,8500000
260,Marketing Executive,Jakarta,5,Sarjana,8500000
2628,Finance Accounting And Tax Manager,Jakarta,5,Sarjana,8500000
3005,Uiux Graphics Designer,Banten,5,Sarjana,8500000
5101,Mechanical Engineer,Karawang,5,Sarjana,8500000
14202,Senior Interior Designer,Jakarta,5,Magister,8500000
18537,Executive Head Chef,Surabaya,5,Sarjana,8500000
19103,Corporate Planning Coordinator,Jakarta,5,Sarjana,8500000
22323,Hr Generalist,Jakarta,5,Sarjana,8500000
31708,It Specialist,Karawang,5,Sarjana,8500000
32425,Manager Finance &  Accounting,Jawa Timur,5,Sarjana,8500000
32510,Marketing & Sales Manager,Bogor,5,Sarjana,8500000
32597,Retail Manager (Palangkaraya),Kalimantan Tengah,5,Magister,8500000
18131,Senior Teaching Manager,Tangerang,4,Sarjana,8500000
33988,Marketing Support,Jakarta,4,Sarjana,8500000
1153,Operation & Sales Supervisor For Pump Product (Id: 530411),Surabaya,3,Sarjana,8500000
1164,Full Stack Developer,Bogor,3,Sarjana,8500000
7070,Digital Marketing,Jakarta,3,Sarjana,8500000
9910,Business Development,Jakarta,3,Sarjana,8500000
13735,Employer Branding Specialist,Jakarta,3,Sarjana,8500000
18933,Lead Hrbp,Jakarta,3,Sarjana,8500000
20543,Qa/Qc Mechanical/Piping/Tank,Karawang,3,Sarjana,8500000
21655,Ar Controller,Bogor,3,Sarjana,8500000
23811,Internal Audit Specialist,Pontianak,3,Sarjana,8500000
24841,Accounting Officer,Jakarta,3,Sarjana,8500000
25339,Hr Regional Spv Timur,Surabaya,3,Sarjana,8500000
27254,Warehouse Manager,Mojokerto,3,Sarjana,8500000
28899,Senior Sales Marketing Staff - Agrochemical (Bekasi) (B-73529),Bekasi,3,Magister,8500000
31990,Area Sales Manager -- Asm Gorontalo (Id: 538099),Jakarta,3,Sarjana,8500000
32654,Finance Supervisor,Jakarta,3,Magister,8500000
32858,Human Resources Manager,Badung,3,Sarjana,8500000
33296,Supervisor Retail Specialist,Jakarta,3,Magister,8500000
33830,Data Center Account Manager,Jakarta,3,Sarjana,8500000
33831,Fixed Income And Derivative Officer,Jakarta,3,Sarjana,8500000
2186,Digital E-Commerce Executive,Jakarta,2,Sarjana,8500000
3726,Backend Engineer,Jakarta,2,Sarjana,8500000
5675,Assistant Manager (Mandarin Speaker),Surabaya,2,Sarjana,8500000
8941,E-Commerce Supervisor,Jakarta,2,Sarjana,8500000
15170,Chief Accounting (Perhotelan),Yogyakarta,2,Sarjana,8500000
17000,Out Of Home Advertising,Jakarta,2,Sarjana,8500000
17385,Sales Project Interior,Jakarta,2,Sarjana,8500000
17950,Solution Architect Engineer,Jakarta,2,Magister,8500000
19824,Front-End .Net Developer,Jakarta,2,Sarjana,8500000
21832,Manager Kebun Kelapa Sawit,Palembang,2,Sarjana,8500000
22099,Graphic Designer - Australian Agency (Bali Based),Bali,2,Sarjana,8500000
24204,E-Learning B2b Sales,Tangerang,2,Sarjana,8500000
26397,Account Manager City Expansion Surabaya,Surabaya,2,Sarjana,8500000
26589,Application Support: Oracle Based,Jakarta,2,Sarjana,8500000
28677,Personal Assistant,Jakarta,2,Sarjana,8500000
31064,Spv Hrd,Surabaya,2,Sarjana,8500000
32771,Project Management,Jakarta,2,Sarjana,8500000
33731,Full Stack Developer Bandung,Bandung,2,Sarjana,8500000
34001,Accounting Tax Manager,Jakarta,2,Sarjana,8500000
34387,Programmer Golang,Bandung,2,Sarjana,8500000
34615,Brand & Communication Supervisor (Id: 531437),Jawa Tengah,2,Doktor,8500000
7350,Secretary Mandarin,Tangerang,1,Sarjana,8500000
9567,Steel Structure Engineer,Tangerang,1,Sarjana,8500000
14728,Marketing Executive,Banten,1,Sarjana,8500000
34497,Accounting Supervisor,Jakarta,1,Sarjana,8500000
34525,Project Quality Control Engineer (Ftth/Osp),Tangerang,1,Sarjana,8500000
34541,Project Manager,Bandung,1,Magister,8500000
334,Hrga Supervisor (Site),Sulawesi Tengah,0,Sarjana,8500000
33246,Procurement Specialist (Vendor Management),Jakarta,10,Sarjana,8400000
32251,Internal Auditor (Qms & Financial Investigation),Bekasi,8,Sarjana,8400000
8136,General Affair (Ga) Staff,Jakarta,5,Sarjana,8400000
16620,"Sales Executive - Modern Trade, Manufacture",Jakarta,5,Sarjana,8400000
19138,Senior Staff Seo (Search Engine Optimization),Tangerang,5,Sarjana,8400000
22059,Warehouse Supervisor,Jawa Barat,5,Sarjana,8400000
28171,Business Development E-Commerce,Jakarta,5,Sarjana,8400000
31983,Visual Art Teacher,Jakarta,5,Magister,8400000
33473,Civil Design Engineer,Karawang,5,Sarjana,8400000
33804,Human Resource Manager,Jakarta,5,Sarjana,8400000
33963,Meat Processing Supervisor,Jawa Barat,5,Sarjana,8400000
34591,Kepala Divisi Finance & Ga (Ms-Tpp),Jakarta,5,Sarjana,8400000
17293,Project Manager Interior ( Jakarta ),Jakarta,4,Sarjana,8400000
1099,Area Sales Manager - Product Specialist Kecantikan (Estetika),Jakarta,3,Sarjana,8400000
10718,Social Media Specialist,Jakarta,3,Sarjana,8400000
14762,Performance Management & Training Development,Bekasi,3,Sarjana,8400000
20021,Area Sales Manager - Product Specialist Kecantikan (Estetika),Jakarta,3,Sarjana,8400000
20356,Finance & Tax (Supervisor / Assistant Manager) - Jakarta Ho,Jakarta,3,Sarjana,8400000
21884,Area Sales Manager - Product Specialist Kecantikan (Estetika),Jakarta,3,Sarjana,8400000
21937,Quality Control Supervisor,Jakarta,3,Sarjana,8400000
22013,Ui/Ux Designer,Jakarta,3,Sarjana,8400000
24216,Ppic Supervisor,Cikarang,3,Sarjana,8400000
30196,Area Sales Manager - Product Specialist Kecantikan (Estetika),Jakarta,3,Sarjana,8400000
31914,Sales Executive (Mandarin),Jakarta,3,Magister,8400000
32095,Purchasing Spv,Jakarta,3,Sarjana,8400000
32529,Operasional Manager,Jakarta,3,Sarjana,8400000
32814,Finance Supervisor,Jakarta,3,Sarjana,8400000
32913,Marketing Associate,Jakarta,3,Sarjana,8400000
33195,Warehouse Supervisor,Jakarta,3,Sarjana,8400000
33397,Is Analyst,Jakarta,3,Sarjana,8400000
33425,Logistic Supervisor,Karawang,3,Sarjana,8400000
33567,Tax Associate,Jakarta,3,Sarjana,8400000
33825,Area Sales Manager - Product Specialist Kecantikan (Estetika),Jakarta,3,Sarjana,8400000
34174,Automotive Manager Area Jakarta,Jakarta,3,Sarjana,8400000
34511,Inventory Control Supervisor,Tangerang,3,Sarjana,8400000
7034,Digital Marketing,Jakarta,2,Sarjana,8400000
11600,Oracle Support Consultant,Jakarta,2,Sarjana,8400000
12756,Admin Sales Support Mandarin,Jakarta,2,Sarjana,8400000
18813,Presales,Jakarta,2,Sarjana,8400000
22149,Digital Marketing Performance,Jakarta,2,Sarjana,8400000
22994,Vue Developer,Jakarta,2,Sarjana,8400000
25875,.Net Developer,Jakarta,2,Sarjana,8400000
28022,Back End Developer,Bekasi,2,Sarjana,8400000
30060,Corporate Sales,Jakarta,2,Sarjana,8400000
32657,Sales Executive,Kalimantan Timur,2,Sarjana,8400000
33095,Chemistry Manufacturing And Controls (Cmc) Specialist,Cikarang,2,Sarjana,8400000
33118,Apoteker,Jakarta,2,Sarjana,8400000
4244,Junior Analyst/Analyst,Jakarta,1,Sarjana,8400000
11232,Tour Group Administrator For Jv Sarinah Dufry,Jakarta,1,Sarjana,8400000
31445,It Budget,Jakarta,1,Sarjana,8400000
31838,Manager Casemix,Depok,1,Magister,8400000
33056,Sales Executive (It Solutions/Telematics/Automotive),Jakarta,1,Sarjana,8400000
34185,Programmer,Jakarta,1,Magister,8400000
33250,Web Programmer,Jakarta,0,Sarjana,8400000
27679,Web Developer,Jakarta,0,Sarjana,8300000
31114,Site Manager,Bekasi,4,Sarjana,8250000
19512,Tax Supervisor,Jakarta,3,Sarjana,8250000
24390,Buyer,Tangerang,3,Sarjana,8250000
27889,Creative,Jakarta,3,Sarjana,8250000
29470,Merchandiser,Jakarta,3,Sarjana,8250000
32119,Sell Out Supervisor - Jabodetabek,Jakarta,3,Sarjana,8250000
33068,Sales Leader,Jakarta,3,Sarjana,8250000
34574,Internal Audit Executive,Medan,3,Sarjana,8250000
7891,Counsellor (Sales Marketing),Jakarta,2,Sarjana,8250000
13884,Senior Clerk - Payroll,Jakarta,2,Sarjana,8250000
33388,Counsellor (Sales Marketing),Jakarta,2,Sarjana,8250000
34121,Graphic Designer - Video Editor For Beauty Brand,Jakarta,2,Sarjana,8250000
33007,Hrga Supervisor - Cikarang,Jakarta,5,Sarjana,8050000
11745,Hr Supervisor,Tangerang,4,Sarjana,8050000
8779,Interpreter (Japanese Interpreter - General Affair),Jakarta,3,Sarjana,8050000
11157,Store Manager,Jakarta,3,Sarjana,8050000
30268,Process Improvement,Medan,3,Sarjana,8050000
34322,Sales Area Supervisor,Bandung,3,Sarjana,8050000
4279,Accounting,Jakarta,2,Sarjana,8050000
15090,Kabid Pelayanan & Penunjang Medis,Jakarta,2,Magister,8050000
34527,Branch Manager Development Program,Jakarta,1,Magister,8050000
9709,Mep Supervisor,Jakarta,7,Sarjana,8000000
32405,Electrical Design Engineer,Jakarta,7,Sarjana,8000000
5464,Manager Operasional Industri,Banten,5,Sarjana,8000000
9270,Ui/Ux Designer,Jakarta,5,Magister,8000000
15944,Project Manager,Jakarta,5,Sarjana,8000000
16653,Accounting Supervisor,Nusa Tenggara Timur,5,Sarjana,8000000
26166,Hr Supervisor,Jambi,5,Magister,8000000
27005,Project Manager,Jakarta,5,Sarjana,8000000
32183,People Development Assistant Manager,Jakarta,5,Magister,8000000
33116,Supervisor Hrd&ga,Jakarta,5,Sarjana,8000000
33368,Ui/Ux Designer,Jakarta,5,Magister,8000000
10,Tax Supervisor,Banten,3,Sarjana,8000000
3914,Associate & Senior Associate,Surabaya,3,Sarjana,8000000
5775,Payable Accounting Finance Staff,Jakarta,3,Sarjana,8000000
6761,Vsat Technical Engineer,Jakarta,3,Sarjana,8000000
7297,Web Programmer,Jakarta,3,Sarjana,8000000
10105,Maintenance Assistant Supervisor,Karawang,3,Sarjana,8000000
11267,Campaign Specialist,Jakarta,3,Sarjana,8000000
11671,Assistant Manager Fa Acc & Tax,Jakarta,3,Sarjana,8000000
13916,Senior Graphic Design,Tangerang,3,Sarjana,8000000
14600,Sales Staff (Trading Company),Jakarta,3,Sarjana,8000000
15547,It Staff,Jakarta,3,Sarjana,8000000
18179,Interior Designer,Jakarta,3,Sarjana,8000000
21409,Customer Service (Cs),Jakarta,3,Sarjana,8000000
21701,Tax Spesialist,Jakarta,3,Sarjana,8000000
22711,.Net Programmer,Surabaya,3,Sarjana,8000000
31515,Area Sales & Promotion Supervisor - Jakarta,Jakarta,3,Sarjana,8000000
32454,Digital Marketing Strategist,Tangerang,3,Sarjana,8000000
33126,Warehouse And Logistic Supervisor,Jakarta,3,Sarjana,8000000
33621,Associate & Senior Associate,Surabaya,3,Sarjana,8000000
34158,Associate & Senior Associate,Surabaya,3,Sarjana,8000000
34237,Accounting Specialist - Pt Lippo Malls Indonesia,Tangerang,3,Magister,8000000
4127,Quality Assurance,Jawa Barat,2,Sarjana,8000000
6490,Quality Assurance & She Section Head,Cikarang,2,Sarjana,8000000
17774,Kepala Gudang Di Cimanggis,Depok,2,Sarjana,8000000
22000,Cloud Engineer / Cloud Architech,Surabaya,2,Sarjana,8000000
22568,Marketing Supervisor,Jakarta,2,Sarjana,8000000
23844,Oracle Developer,Jakarta,2,Sarjana,8000000
30817,Digital Marketing,Jakarta,2,Sarjana,8000000
31667,Web Developer,Jakarta,2,Sarjana,8000000
31768,Php & Wordpress Developer,Jakarta,2,Sarjana,8000000
31772,Recruiter (Fluent In English),Jakarta,2,Sarjana,8000000
31902,Account Manager,Jakarta,2,Sarjana,8000000
32086,Php & Wordpress Developer,Jakarta,2,Sarjana,8000000
32111,Recruitment And Assesment,Jakarta,2,Sarjana,8000000
32143,Programmer Java (Bandung),Bandung,2,Sarjana,8000000
32648,Tax Accounting,Jakarta,2,Sarjana,8000000
33054,Manufacture Cost Controller,Cikupa,2,Magister,8000000
33318,It Support Executive,Jakarta,2,Sarjana,8000000
34233,Backend Developer (Node Js),Jakarta,2,Sarjana,8000000
34320,Manager/Supervisor Purchasing Di Cimanggis,Depok,2,Sarjana,8000000
1609,Vr/ Ar Developer,Jakarta,1,Sarjana,8000000
1827,Technical Writer (It),Jakarta,1,Sarjana,8000000
2721,E-Commerce Specialist,Jakarta,1,Sarjana,8000000
3854,Technical Writer,Jakarta,1,Sarjana,8000000
10792,Area Business Development Associate - Pontianak,Pontianak,1,Sarjana,8000000
15875,Area Business Development Associate - Samarinda,Samarinda,1,Sarjana,8000000
15876,Sales Industri / Sales Jasa / Sales B2b,Tangerang,1,Sarjana,8000000
16068,Area Business Development Associate - Kendari,Kendari,1,Sarjana,8000000
16518,Media Buyer,Jakarta,1,Sarjana,8000000
18986,Assistant Project Controller,Jakarta,1,Sarjana,8000000
19272,Area Business Development Associate - Singkawang,Singkawang,1,Sarjana,8000000
20349,Tooling Engineer / Tooling Design,Batam,1,Sarjana,8000000
24278,Application Specialist Operating Table (Id: 540340),Jakarta,1,Magister,8000000
25660,Regulatory Affair,Jakarta,1,Sarjana,8000000
26295,Marketing Executive,Medan,1,Sarjana,8000000
26475,Food Innovation Technology - Fit Officer,Jakarta,1,Sarjana,8000000
26747,Area Business Development Associate - Palopo,Palopo,1,Sarjana,8000000
26847,"Area Business Development Associate - Banjarmasin, Banjarbaru",Banjarmasin,1,Sarjana,8000000
31733,Area Business Development Associate - Madiun,Madiun,1,Sarjana,8000000
31900,Area Business Development Associate - Bontang,Bontang,1,Sarjana,8000000
32638,Legal Officer,Tangerang,1,Sarjana,8000000
32800,Area Business Development Associate - Makassar,Makassar,1,Sarjana,8000000
32894,Area Business Development Associate -Balikpapan,Balikpapan,1,Sarjana,8000000
34691,Ehs Engineer,Cikupa,1,Sarjana,8000000
25714,Dosen Tetap,Pontianak,0,Doktor,8000000
28360,Customer Relationship Officer (Mandarin Speaker),Jakarta,0,Sarjana,8000000
1068,Frontend Programmer (Flutter),Jakarta,1,Sarjana,7920000
3523,Senior Sales Engineer,Jakarta,4,Sarjana,7900000
27471,Creative Copywriting & Marketing Content Writer,Jakarta,2,Doktor,7875000
2626,Finance & Accounting Supervisor,Tangerang,8,Magister,7800000
12871,Ict Teacher,Jakarta,5,Magister,7800000
23270,Accounting Supervisor,Jakarta,4,Sarjana,7800000
3876,Graphic Designer,Jakarta,3,Sarjana,7800000
14085,Personal Assistant (Pa) For Finance Director,Jakarta,3,Magister,7800000
33791,Hrga Superviosr,Karawang,3,Sarjana,7800000
34706,Raw Material Warehouse Supervisor,Depok,3,Sarjana,7800000
31036,Merchandiser Allocator Supervisor - Jd Sports,Jakarta,2,Sarjana,7800000
28854,Junior Accountant,Jakarta,1,Sarjana,7800000
31597,Backend Developer,Jakarta,1,Sarjana,7800000
28276,Junior Programmer,Jakarta,0,Sarjana,7800000
30522,Archivist,Jakarta,0,Sarjana,7800000
13354,Quantity Surveying (Contract Management And Administration),Jakarta,8,Sarjana,7750000
277,Manager Operasional,Jakarta,5,Magister,7750000
34345,Finance Accounting And Tax Supervisor,Jakarta,5,Sarjana,7750000
3334,Electrical Design Supervisor,Cikarang,3,Sarjana,7750000
10781,Sr. People Ops Specialist,Tangerang,3,Sarjana,7750000
24843,Online Marketing,Jakarta,3,Sarjana,7750000
34331,It Backend  Developer,Jakarta,3,Sarjana,7750000
1600,Accounting Finance Officer,Jakarta,2,Sarjana,7750000
9318,Technical Consultant (Oracle),Jakarta,2,Magister,7750000
21682,Head Of It,Jakarta,2,Magister,7750000
31353,It Support & Infrastructure Senior Staff,Jakarta,2,Sarjana,7750000
31675,It Project Manager,Bandung,2,Magister,7750000
33970,It Project Manager,Bandung,2,Magister,7750000
408,Management Development Program (Mdp),Jakarta,1,Sarjana,7750000
6790,Digital Strategic,Depok,1,Sarjana,7750000
18531,Internal Control Operation,Jakarta,1,Sarjana,7750000
32060,Frontend Developer (React Js),Jakarta,1,Sarjana,7750000
33739,Enterprise Software Engineer,Jakarta,1,Magister,7750000
33813,Supervisor Mechanical Engineering For Air Conditioner Production,Karawang,1,Sarjana,7750000
1963,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
2049,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
3951,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
11626,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
14524,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
15470,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
16049,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
19633,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
25292,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
27891,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
29166,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
29720,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
31730,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
31822,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
31839,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
32062,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
32505,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
33432,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
33454,Flutter Developer Programmer,Aceh,5,Sarjana,7700000
33481,Frontend Programmer Developer,Aceh,5,Sarjana,7700000
13218,Sales & Marketing Executive,Jakarta,3,Sarjana,7700000
108,Back End Engineer,Aceh,1,Sarjana,7700000
555,Back End Engineer,Aceh,1,Sarjana,7700000
4738,Back End Engineer,Aceh,1,Sarjana,7700000
5035,Front End Engineer,Aceh,1,Sarjana,7700000
5218,Back End Engineer,Aceh,1,Sarjana,7700000
6022,Front End Engineer,Aceh,1,Sarjana,7700000
9973,Back End Engineer,Aceh,1,Sarjana,7700000
10452,Back End Engineer,Aceh,1,Sarjana,7700000
10477,Front End Engineer,Aceh,1,Sarjana,7700000
11099,Front End Engineer,Aceh,1,Sarjana,7700000
14854,Front End Engineer,Aceh,1,Sarjana,7700000
23495,Front End Engineer,Aceh,1,Sarjana,7700000
23841,Back End Engineer,Aceh,1,Sarjana,7700000
30325,Back End Engineer,Aceh,1,Sarjana,7700000
31887,Back End Engineer,Aceh,1,Sarjana,7700000
31996,Back End Engineer,Aceh,1,Sarjana,7700000
33466,Front End Engineer,Aceh,1,Sarjana,7700000
33483,Front End Engineer,Aceh,1,Sarjana,7700000
34138,Front End Engineer,Aceh,1,Sarjana,7700000
34590,Front End Engineer,Aceh,1,Sarjana,7700000
24510,Sales Jewellery Representative - Bintaro Xchange Mall,Tangerang,1,Sarjana,7575000
3942,Finance Supervisor,Jakarta,5,Sarjana,7500000
8631,Customer Service Supervisor,Jakarta,5,Sarjana,7500000
11445,Supervisor Me/Hvac,Kulon Progo,5,Sarjana,7500000
12229,Planning Process & Audit Leader,Jakarta,5,Magister,7500000
20196,Distributor Senior Sales Consultant,Banjar,5,Sarjana,7500000
22782,Quantity Surveyor,Jakarta,5,Sarjana,7500000
25161,Compliance (Hse),Bandung,5,Sarjana,7500000
25452,Ppic,Bandung,5,Sarjana,7500000
30880,Marketing And Promotions Specialist,Jakarta,5,Sarjana,7500000
32690,Supervisor Proyek (Piping),Karawang,5,Sarjana,7500000
32761,Kepala Bagian Maintenance,Bekasi,5,Sarjana,7500000
33089,Distributor Senior Sales Consultant,Banjar,5,Sarjana,7500000
33957,It Project Manager,Semarang,5,Sarjana,7500000
34139,System Engineer,Jakarta,5,Doktor,7500000
34270,Sales Pemasaran,Karawang,5,Sarjana,7500000
6160,Sales Marketing,Gresik,4,Sarjana,7500000
7761,Business Analyst,Bandung,4,Magister,7500000
15293,Accounting,Karawang,4,Sarjana,7500000
25994,Senior Back-End Programmer,Bandung,4,Magister,7500000
1255,Finance & Accounting Supervisor,Jakarta,3,Sarjana,7500000
1433,Merchandiser Production,Jakarta,3,Sarjana,7500000
3396,Graphic Designer,Depok,3,Sarjana,7500000
3545,Operator Sewing / Produksi,Palu,3,Sarjana,7500000
4109,Supervisor Marcomm Property,Depok,3,Sarjana,7500000
4804,Hr Superior,Jakarta,3,Sarjana,7500000
5040,Accounting Staff,Cikarang,3,Sarjana,7500000
6066,Digital Marketing Strategist,Jakarta,3,Sarjana,7500000
6978,Kepala Produksi Coating,Tangerang,3,Sarjana,7500000
7653,Hr&ga Department Head,Jawa Timur,3,Sarjana,7500000
8823,Programmer,Jakarta,3,Sarjana,7500000
10421,English Teacher (Primary School),Bogor,3,Sarjana,7500000
10986,Hr&ga Supervisor,Jakarta,3,Sarjana,7500000
10991,Business Development,Jakarta,3,Magister,7500000
12917,Dokter Estetika,Jakarta,3,Magister,7500000
13954,Supervisor Production Food,Jawa Tengah,3,Sarjana,7500000
14249,Digital Marketing Manager,Jakarta,3,Sarjana,7500000
14297,Creative Designer,Jakarta,3,Magister,7500000
15361,Technical Engineer,Jakarta,3,Sarjana,7500000
16858,Sales Project,Tangerang,3,Sarjana,7500000
17553,Sales Supervisor Cosmetics,Jakarta,3,Sarjana,7500000
18205,Php Developer,Jakarta,3,Sarjana,7500000
18362,Accounting Finance Senior Staff (Jakarta Area),Jakarta,3,Sarjana,7500000
18738,Hr Recruitment And Talent Acquisition Specialist [Full Time],Jakarta,3,Magister,7500000
19691,Business Development,Surabaya,3,Magister,7500000
19992,Ui/Ux Designer,Jakarta,3,Sarjana,7500000
26884,Business Development,Jakarta,3,Magister,7500000
26967,Islami Studies Teachers (Primary School),Bogor,3,Sarjana,7500000
30082,Science & Math Teacher,Bogor,3,Sarjana,7500000
30752,Marketing Komunikasi Supervisor,Cikupa,3,Sarjana,7500000
33120,Operations Lead,Jakarta,3,Sarjana,7500000
33219,Teknisi,Banten,3,Sarjana,7500000
33497,Packaging Development Supervisor,Cileungsi,3,Sarjana,7500000
33639,Manager E-Commerce Antarestar,Jawa Barat,3,Sarjana,7500000
34551,Senior Staff Accounting,Jakarta,3,Sarjana,7500000
2445,Project Manager,Jakarta,2,Sarjana,7500000
2903,Technical Operations Officer,Jakarta,2,Sarjana,7500000
3415,Sales Engineer,Jakarta,2,Sarjana,7500000
3587,Corporate It Executive,Jakarta,2,Sarjana,7500000
4288,Programmer (Java),Jakarta,2,Sarjana,7500000
8026,Secondary-High School Teacher,Tangerang,2,Sarjana,7500000
9727,Mandarin Translator,Jakarta,2,Sarjana,7500000
10647,Software Developer,Jakarta,2,Sarjana,7500000
10762,Web Staff,Malang,2,Sarjana,7500000
10807,Procurement Supervisor - Indirect Material,Jakarta,2,Sarjana,7500000
11237,Account Executive,Jakarta,2,Sarjana,7500000
11930,Developer Security Operation (Devsecops),Jakarta,2,Sarjana,7500000
14373,Programmer (.Net),Jakarta,2,Sarjana,7500000
14990,Reviewer Akta,Jakarta,2,Sarjana,7500000
15420,Civil Engineer Coordinator,Sibolga,2,Sarjana,7500000
17090,Manager Operasional & Produksi,Surabaya,2,Sarjana,7500000
17170,Sales Department,Jakarta,2,Sarjana,7500000
18372,Purchasing Officer,Jawa Barat,2,Sarjana,7500000
19408,Fullstack Engineer,Jakarta,2,Sarjana,7500000
19948,Programmer Developer,Jakarta,2,Sarjana,7500000
20663,Sales Marketing Relationship,Banten,2,Sarjana,7500000
23049,Digital Marketing,Jakarta,2,Sarjana,7500000
25094,National Key Account Supervisor,Jakarta,2,Sarjana,7500000
25483,Personal Assistant,Jakarta,2,Sarjana,7500000
27684,Mbos Specialist,Sumatera Selatan,2,Sarjana,7500000
31747,Developer Security Operation (Devsecops),Jakarta,2,Sarjana,7500000
31796,Full Stack Web Developer,Jakarta,2,Sarjana,7500000
31837,Ui/Ux Designer,Jakarta,2,Magister,7500000
32531,Devops Engineer,Jakarta,2,Sarjana,7500000
32702,Storage Engineer (Balikpapan),Balikpapan,2,Sarjana,7500000
33168,Front-End Web Developer,Jakarta,2,Sarjana,7500000
33197,Import & Purchasing (Mandarin),Jakarta,2,Sarjana,7500000
33507,Jr Spv Geology & Engineering Data Centre And Processing,Jakarta,2,Sarjana,7500000
33572,Marketing Executive,Jakarta,2,Sarjana,7500000
33606,Kol Specialist (Beauty Cosmetic),Jakarta,2,Sarjana,7500000
33672,Sales Enterprise,Jakarta,2,Sarjana,7500000
33863,Web Developer & Seo Specialist,Jakarta,2,Sarjana,7500000
34035,Purchasing Officer,Jawa Barat,2,Sarjana,7500000
34101,Staff Account Receivable (Logistic Company),Jakarta,2,Sarjana,7500000
34439,Marketing Content Creator,Jakarta,2,Sarjana,7500000
1069,Sales Marketing Property,Bogor,1,Sarjana,7500000
1462,Full-Stack Engineer,Jakarta,1,Magister,7500000
2304,Dosen Program Studi Teknik Industri,Batam,1,Doktor,7500000
3373,Software Developer From All Backgrounds,Denpasar,1,Sarjana,7500000
3825,Konten Kreator / Host Live Stream / E-Commerce Specialist,Jakarta,1,Sarjana,7500000
